timestamp,l_shoulder,r_shoulder,l_elbow,r_elbow,chest
1747092378.1914594,"524.90,684.81,572.27,-53.60,-117.62,141.59,-4.80,20.25,36.60,0.80,0.46,0.04,0.39","627.93,-634.28,668.46,-33.35,-151.59,-87.87,-54.75,-40.80,27.75,0.88,-0.35,-0.11,-0.30","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","384.03,-887.70,883.54,44.88,-167.68,-91.34,-13.05,-31.05,-10.65,0.72,-0.20,0.18,-0.64","-16.60,916.02,-356.69,-3.72,-3.05,-1.04,5.55,-4.95,-17.70,0.21,0.25,0.79,0.53"
1747092378.2417982,"716.31,669.92,589.36,-43.66,-128.35,118.84,-10.35,18.30,36.90,0.77,0.47,-0.07,0.42","627.20,-848.14,644.04,-10.43,-161.16,-87.01,-57.45,-39.45,24.00,0.88,-0.35,-0.11,-0.30","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","619.63,-685.30,983.89,67.68,-182.81,-81.46,-14.10,-29.25,-11.25,0.72,-0.20,0.18,-0.64","-24.17,929.44,-322.02,-3.11,-4.33,-2.50,2.70,-4.80,-19.80,0.21,0.25,0.79,0.53"
1747092378.2932932,"742.92,550.29,496.58,-35.24,-140.98,125.24,-15.90,18.60,40.05,0.77,0.47,-0.07,0.42","818.85,-443.85,632.32,-3.05,-183.54,-84.21,-58.35,-34.50,19.95,0.84,-0.37,-0.22,-0.32","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","657.96,-756.10,748.53,29.57,-178.66,-79.39,-19.50,-26.55,-14.40,0.71,-0.25,0.07,-0.66","-64.45,924.56,-344.24,-2.19,3.29,-2.81,4.95,-3.30,-19.35,0.21,0.25,0.78,0.53"
1747092378.3441343,"899.41,496.34,434.81,-51.34,-149.94,106.28,-26.10,15.45,39.30,0.74,0.48,-0.18,0.43","1076.90,-427.00,403.81,-8.05,-174.76,-51.65,-57.45,-32.55,10.35,0.80,-0.39,-0.33,-0.31","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","944.09,-668.46,852.29,28.29,-178.54,-34.57,-25.80,-21.45,-22.50,0.69,-0.30,-0.04,-0.65","-8.30,938.97,-338.38,3.11,5.30,-3.05,6.90,-4.05,-19.05,0.21,0.25,0.78,0.53"
1747092378.3951018,"1027.59,306.64,342.29,-70.98,-139.63,66.16,-34.95,10.80,38.40,0.71,0.49,-0.29,0.42","1171.39,-319.34,280.76,38.90,-185.67,-51.34,-58.35,-30.90,2.70,0.75,-0.41,-0.43,-0.29","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","1068.12,-556.15,874.76,42.62,-177.19,19.63,-27.15,-19.65,-28.35,0.69,-0.35,-0.14,-0.62","-82.76,923.58,-285.89,0.55,0.12,-2.50,4.95,-4.35,-17.55,0.21,0.25,0.79,0.52"
1747092378.4472609,"1037.84,311.77,368.90,-51.65,-136.16,63.96,-34.20,10.35,37.65,0.68,0.48,-0.39,0.40","1198.73,-399.66,179.69,37.56,-179.51,-39.39,-57.30,-31.20,2.40,0.69,-0.41,-0.54,-0.26","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","1120.85,-526.61,942.87,26.10,-174.76,25.06,-28.35,-19.05,-32.70,0.69,-0.35,-0.14,-0.62","-57.37,933.84,-302.49,-0.24,-2.26,1.77,4.20,-4.35,-18.30,0.22,0.25,0.79,0.52"
1747092378.497391,"1121.34,276.86,289.80,-86.77,-110.06,22.38,-43.65,5.40,35.85,0.65,0.48,-0.47,0.37","1083.98,-407.96,121.09,78.05,-150.18,-3.72,-54.30,-29.55,-4.65,0.64,-0.39,-0.62,-0.21","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","840.82,-613.04,1022.46,34.33,-150.79,16.77,-27.75,-21.30,-39.00,0.68,-0.41,-0.22,-0.57","-83.01,898.19,-355.47,-2.50,-4.39,-1.16,5.40,-3.60,-19.35,0.22,0.25,0.79,0.52"
1747092378.548098,"1033.94,213.87,229.25,-104.08,-95.79,13.11,-43.20,1.50,33.45,0.65,0.48,-0.47,0.37","1104.74,-313.23,73.49,80.06,-122.26,-4.63,-51.90,-32.70,-6.30,0.64,-0.39,-0.62,-0.21","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","944.58,-463.62,948.49,91.28,-135.49,38.23,-27.00,-21.60,-44.70,0.67,-0.45,-0.28,-0.52","-98.88,914.55,-366.21,-2.44,-15.85,2.93,6.15,-3.60,-19.35,0.22,0.25,0.79,0.52"
1747092378.5983174,"989.99,123.78,175.05,-80.67,-69.21,-1.52,-45.45,-0.15,31.50,0.64,0.46,-0.53,0.31","1015.62,-207.76,-93.51,70.79,-84.02,2.01,-48.00,-35.25,-7.35,0.61,-0.38,-0.68,-0.14","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","904.05,-182.86,944.58,68.17,-107.87,44.09,-24.75,-22.50,-45.45,0.67,-0.45,-0.28,-0.52","-95.70,926.02,-343.02,-4.21,0.37,0.85,4.50,-4.20,-18.00,0.22,0.25,0.78,0.52"
1747092378.6489372,"1101.81,60.55,241.94,-34.88,-14.45,-13.41,-46.50,-3.30,32.40,0.64,0.44,-0.57,0.27","1054.44,-216.31,-1.95,19.63,-25.30,8.41,-46.20,-36.30,-7.65,0.59,-0.36,-0.71,-0.10","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","809.33,-155.03,1222.17,42.07,-39.51,33.11,-23.70,-24.75,-47.25,0.68,-0.46,-0.35,-0.45","-79.10,896.24,-357.67,0.55,-6.34,0.30,6.00,-3.00,-17.70,0.23,0.25,0.78,0.52"
1747092378.6990864,"1049.81,153.56,164.55,-27.01,35.85,-9.27,-46.20,-3.15,33.00,0.64,0.44,-0.57,0.27","1002.93,-326.17,4.88,9.76,26.71,14.15,-46.95,-37.05,-7.95,0.59,-0.36,-0.71,-0.10","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","850.83,-32.47,1178.22,22.62,10.24,1.65,-24.00,-27.00,-46.95,0.69,-0.46,-0.37,-0.41","-101.81,912.11,-320.80,1.34,-8.90,-0.30,7.50,-4.20,-16.95,0.23,0.25,0.78,0.52"
1747092378.7495804,"1032.23,225.10,286.62,49.51,77.19,-26.71,-45.45,-3.15,34.80,0.66,0.43,-0.57,0.26","1105.22,-237.55,89.84,-52.44,98.72,15.55,-45.75,-38.40,-6.75,0.60,-0.36,-0.71,-0.10","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","871.58,-274.17,999.76,-42.87,99.76,-34.57,-23.25,-26.25,-43.05,0.70,-0.45,-0.35,-0.43","-94.73,933.35,-314.21,-0.85,-2.38,-0.98,6.60,-4.80,-17.85,0.23,0.26,0.78,0.52"
1747092378.8001995,"1056.15,271.00,253.17,57.20,104.08,-40.49,-43.35,0.90,35.55,0.68,0.43,-0.53,0.27","1093.02,-371.09,109.13,-83.78,142.13,28.90,-48.45,-34.50,-5.25,0.63,-0.37,-0.67,-0.12","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","946.29,-439.94,1063.23,-44.51,128.23,-23.84,-25.35,-25.50,-43.05,0.70,-0.45,-0.35,-0.43","-123.53,912.35,-341.06,1.34,-2.56,-1.04,6.00,-3.75,-15.90,0.23,0.26,0.78,0.52"
1747092378.8544636,"1068.12,277.34,340.82,31.77,123.05,-45.30,-39.15,3.75,38.55,0.70,0.45,-0.47,0.30","1053.47,-448.00,159.18,-91.16,182.99,48.90,-52.65,-34.95,-1.65,0.67,-0.40,-0.59,-0.18","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","1018.31,-523.93,988.04,-71.46,167.74,-4.27,-26.70,-23.85,-38.70,0.70,-0.43,-0.30,-0.49","-84.96,914.79,-368.65,2.68,-0.55,-1.10,7.50,-5.40,-16.95,0.23,0.26,0.78,0.52"
1747092378.904768,"1053.22,398.93,400.88,31.34,134.69,-55.67,-35.10,6.45,42.15,0.73,0.45,-0.39,0.32","1063.48,-534.18,270.75,-49.51,173.35,51.40,-55.80,-34.20,-0.30,0.72,-0.43,-0.49,-0.23","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","958.74,-630.13,968.51,-86.65,184.27,10.00,-27.15,-23.25,-33.30,0.70,-0.41,-0.22,-0.54","-88.38,910.16,-335.45,3.17,-1.22,-0.49,6.60,-5.55,-16.80,0.23,0.26,0.78,0.52"
1747092378.9551353,"1004.64,424.07,428.71,5.79,138.60,-68.42,-30.45,7.95,43.95,0.73,0.45,-0.39,0.32","1041.50,-591.55,326.66,-2.13,174.09,61.59,-58.35,-34.50,2.70,0.72,-0.43,-0.49,-0.23","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","1012.70,-662.35,968.02,-43.84,182.87,33.48,-25.05,-24.45,-28.80,0.71,-0.38,-0.11,-0.59","-100.10,910.89,-355.71,3.54,1.34,-0.30,7.35,-3.60,-16.80,0.23,0.26,0.78,0.52"
1747092379.005381,"1004.64,424.07,428.71,5.79,138.60,-68.42,-30.45,7.95,43.95,0.73,0.45,-0.39,0.32","1041.50,-591.55,326.66,-2.13,174.09,61.59,-58.35,-34.50,2.70,0.72,-0.43,-0.49,-0.23","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","1012.70,-662.35,968.02,-43.84,182.87,33.48,-25.05,-24.45,-28.80,0.71,-0.38,-0.11,-0.59","-100.10,910.89,-355.71,3.54,1.34,-0.30,7.35,-3.60,-16.80,0.23,0.26,0.78,0.52"
1747092379.056081,"877.44,457.76,525.15,40.61,148.72,-83.17,-22.95,10.05,45.15,0.77,0.45,-0.31,0.33","900.88,-653.56,482.91,-5.79,188.29,76.46,-56.55,-37.05,11.55,0.78,-0.42,-0.40,-0.25","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","799.07,-789.06,1119.14,-39.76,180.61,49.33,-23.10,-26.40,-23.70,0.71,-0.34,0.00,-0.61","-113.04,889.89,-366.70,3.35,8.96,-1.58,7.50,-4.20,-16.65,0.23,0.26,0.78,0.52"
1747092379.1072226,"758.30,594.73,541.26,40.98,148.60,-91.65,-17.70,10.95,44.25,0.80,0.44,-0.21,0.34","802.49,-613.52,572.51,-11.52,183.23,82.62,-55.50,-40.05,15.00,0.82,-0.41,-0.29,-0.27","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","771.00,-669.43,760.99,-77.32,190.06,60.06,-19.95,-27.90,-20.55,0.71,-0.34,0.00,-0.61","-78.61,902.59,-378.66,4.33,1.83,1.34,5.70,-4.80,-18.60,0.23,0.26,0.79,0.51"
1747092379.1572692,"674.80,643.80,561.28,49.94,131.04,-100.98,-14.40,14.70,44.25,0.83,0.44,-0.11,0.33","636.96,-721.19,611.82,-1.16,178.29,98.96,-57.30,-41.10,19.65,0.82,-0.41,-0.29,-0.27","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","621.58,-744.38,888.18,-76.16,174.88,67.26,-17.40,-30.60,-19.65,0.72,-0.29,0.12,-0.62","-100.83,899.66,-350.34,4.45,9.33,-1.28,6.30,-3.45,-18.45,0.23,0.25,0.79,0.51"
1747092379.208051,"556.15,678.22,640.87,40.18,127.74,-102.93,-5.25,14.85,40.20,0.83,0.44,-0.11,0.33","496.83,-724.12,688.23,-4.88,159.45,99.94,-52.35,-45.60,24.60,0.86,-0.40,-0.17,-0.26","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","376.95,-835.69,643.31,-106.46,170.91,76.34,-13.80,-32.10,-17.85,0.71,-0.25,0.24,-0.61","-59.57,905.76,-379.15,1.40,0.49,3.48,7.35,-4.05,-16.80,0.23,0.25,0.79,0.51"
1747092379.2580924,"386.23,672.85,618.41,11.52,120.98,-111.22,-1.80,15.15,37.80,0.84,0.44,-0.01,0.32","324.71,-721.19,707.76,19.21,150.98,103.78,-49.05,-46.65,26.70,0.89,-0.38,-0.06,-0.25","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","306.15,-717.77,666.50,-70.12,149.82,83.78,-8.25,-37.20,-18.60,0.71,-0.25,0.24,-0.61","-98.39,909.18,-323.98,3.23,1.89,2.56,4.80,-4.95,-18.75,0.22,0.26,0.79,0.51"
1747092379.3081439,"231.20,724.37,582.52,21.40,108.84,-108.96,5.40,11.25,34.95,0.85,0.43,0.08,0.29","125.49,-773.68,736.82,18.60,133.54,112.62,-44.10,-48.90,32.25,0.91,-0.35,0.04,-0.22","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","85.94,-785.40,541.75,-63.29,122.81,92.32,-2.55,-39.45,-19.65,0.70,-0.22,0.35,-0.59","-84.72,902.83,-348.88,2.62,6.28,0.85,5.40,-3.30,-17.85,0.22,0.26,0.79,0.51"
1747092379.3593469,"-57.37,700.68,562.50,13.41,80.55,-101.89,12.30,8.25,29.10,0.86,0.41,0.17,0.26","-168.21,-612.06,748.05,18.54,100.06,103.96,-35.55,-49.95,34.80,0.92,-0.31,0.12,-0.18","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-229.74,-703.37,280.76,-99.45,105.00,91.95,4.80,-42.60,-24.30,0.69,-0.16,0.52,-0.49","-83.98,887.70,-377.44,1.89,2.93,2.87,5.25,-4.95,-19.20,0.22,0.26,0.79,0.51"
1747092379.41003,"-123.53,677.98,533.45,6.71,66.95,-99.08,13.95,5.85,27.90,0.86,0.40,0.24,0.22","-212.16,-580.08,759.77,12.20,93.29,112.01,-33.75,-49.95,37.20,0.92,-0.31,0.12,-0.18","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-296.14,-745.61,228.52,-90.06,92.62,92.01,6.90,-41.85,-27.15,0.69,-0.16,0.52,-0.49","-91.80,890.38,-401.86,4.70,-1.46,1.58,4.50,-4.95,-18.00,0.21,0.26,0.79,0.51"
1747092379.4609473,"-255.13,640.38,532.72,5.55,55.85,-95.73,18.30,0.90,23.55,0.86,0.38,0.29,0.18","-373.54,-480.47,760.25,11.71,68.96,105.79,-27.75,-51.00,35.40,0.93,-0.28,0.20,-0.14","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-436.04,-720.70,64.21,-91.77,61.34,96.46,12.60,-44.85,-34.20,0.67,-0.14,0.59,-0.42","-95.46,897.71,-392.58,4.76,2.87,0.49,6.60,-4.05,-21.15,0.21,0.26,0.79,0.51"
1747092379.511409,"-336.43,704.83,543.21,20.49,50.61,-98.42,20.25,-2.25,23.10,0.86,0.38,0.29,0.18","-470.46,-568.85,666.99,8.48,56.95,101.95,-23.85,-52.20,37.50,0.93,-0.26,0.26,-0.10","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-506.10,-584.47,59.33,-98.35,46.04,97.19,13.35,-44.10,-38.70,0.67,-0.13,0.64,-0.35","-90.82,873.53,-359.38,4.76,3.11,0.79,4.80,-6.90,-18.45,0.21,0.26,0.80,0.51"
1747092379.5619524,"-336.43,704.83,543.21,20.49,50.61,-98.42,20.25,-2.25,23.10,0.86,0.38,0.29,0.18","-470.46,-568.85,666.99,8.48,56.95,101.95,-23.85,-52.20,37.50,0.93,-0.26,0.26,-0.10","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-506.10,-584.47,59.33,-98.35,46.04,97.19,13.35,-44.10,-38.70,0.67,-0.13,0.64,-0.35","-90.82,873.53,-359.38,4.76,3.11,0.79,4.80,-6.90,-18.45,0.21,0.26,0.80,0.51"
1747092379.6135888,"-443.36,633.79,483.64,35.06,34.15,-98.66,21.90,-7.65,19.65,0.85,0.37,0.34,0.14","-600.59,-454.35,708.25,-0.06,47.74,102.32,-18.45,-49.95,36.45,0.92,-0.23,0.30,-0.05","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-665.04,-525.88,14.40,-112.99,35.61,88.23,20.55,-41.25,-42.00,0.66,-0.13,0.69,-0.28","-86.18,861.33,-430.91,3.48,5.85,-1.77,5.70,-4.05,-19.35,0.21,0.26,0.80,0.51"
1747092379.6653047,"-574.95,613.77,468.75,27.26,36.89,-103.42,25.35,-13.65,16.50,0.84,0.36,0.39,0.09","-659.67,-442.38,731.69,-5.06,41.83,109.02,-12.45,-48.45,37.20,0.91,-0.21,0.34,0.01","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-707.27,-459.96,-115.48,-114.63,27.26,84.88,22.80,-39.30,-50.85,0.65,-0.13,0.72,-0.20","-51.27,870.61,-422.61,-0.37,8.72,-4.45,6.90,-6.30,-20.10,0.21,0.25,0.80,0.50"
1747092379.7161546,"-660.40,534.42,427.98,31.40,22.38,-89.76,23.25,-20.40,13.95,0.83,0.34,0.43,0.04","-705.32,-367.43,753.42,18.84,33.11,109.51,-7.20,-46.05,35.25,0.90,-0.19,0.38,0.07","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-737.79,-302.25,-153.56,-73.90,8.29,83.66,26.10,-35.40,-55.95,0.64,-0.15,0.74,-0.11","-58.84,875.73,-401.12,1.46,-1.77,-7.20,4.50,-5.40,-21.00,0.20,0.25,0.80,0.50"
1747092379.7665887,"-693.36,412.84,412.11,29.51,22.44,-88.90,23.70,-24.00,13.80,0.82,0.33,0.46,-0.01","-776.12,-166.99,714.60,30.49,25.06,100.12,-2.25,-42.75,35.25,0.89,-0.15,0.41,0.11","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-806.88,-224.85,-146.48,-32.44,-4.08,78.90,28.95,-30.60,-61.20,0.64,-0.14,0.75,-0.05","-102.78,878.91,-390.38,1.95,-4.88,-4.08,5.55,-6.90,-21.00,0.20,0.24,0.80,0.50"
1747092379.8172035,"-757.57,386.96,439.21,8.96,22.07,-76.89,23.70,-25.95,13.05,0.82,0.33,0.46,-0.01","-719.24,-76.42,682.37,37.44,17.74,88.96,-0.75,-41.25,36.00,0.89,-0.15,0.41,0.11","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-730.96,-61.52,-219.24,-32.99,-10.24,81.52,29.40,-30.15,-59.70,0.64,-0.14,0.75,-0.05","-71.78,904.54,-412.35,1.46,-6.77,-2.50,4.05,-5.40,-20.25,0.20,0.24,0.80,0.50"
1747092379.868112,"-771.97,366.94,399.17,1.40,14.94,-70.79,24.45,-26.25,11.25,0.81,0.32,0.49,-0.05","-765.38,10.50,603.52,22.01,13.84,85.37,-1.65,-40.05,35.40,0.88,-0.11,0.43,0.15","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-786.13,-24.41,-211.43,-36.22,-10.85,75.61,30.15,-28.20,-60.75,0.64,-0.14,0.75,-0.05","-52.00,900.88,-419.43,4.39,-5.43,-2.19,4.80,-5.70,-21.00,0.21,0.24,0.80,0.50"
1747092379.9189346,"-823.73,253.42,368.41,22.50,7.68,-51.40,24.45,-31.65,10.50,0.80,0.30,0.51,-0.09","-818.85,55.66,620.36,30.73,2.32,45.49,3.30,-35.40,37.65,0.88,-0.07,0.45,0.17","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-868.90,230.71,-52.73,6.28,-18.35,80.06,34.20,-25.20,-62.55,0.65,-0.08,0.75,0.03","-94.97,858.15,-387.21,1.77,0.30,0.92,6.00,-5.40,-21.75,0.21,0.24,0.81,0.50"
1747092379.969204,"-844.73,244.87,349.61,15.55,8.35,-42.99,21.60,-34.35,10.20,0.79,0.29,0.52,-0.12","-815.43,106.93,657.72,26.46,-2.62,36.59,3.45,-32.70,40.35,0.87,-0.04,0.45,0.19","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-857.67,329.59,-197.75,-5.79,-16.83,59.09,34.35,-22.35,-60.30,0.65,-0.08,0.75,0.03","-108.40,894.53,-415.04,2.81,-4.27,1.04,6.75,-6.15,-19.50,0.21,0.25,0.81,0.50"
1747092380.0200906,"-902.83,267.33,389.89,17.50,2.99,-38.72,21.75,-36.45,11.85,0.79,0.29,0.52,-0.12","-870.12,101.81,638.43,8.72,4.51,25.73,2.85,-33.45,38.55,0.87,-0.04,0.45,0.19","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-936.03,380.62,-101.81,3.60,-15.12,42.44,36.15,-20.55,-58.95,0.66,-0.05,0.75,0.06","-120.85,876.22,-394.53,0.61,0.18,3.11,4.65,-7.05,-18.60,0.21,0.25,0.81,0.50"
1747092380.070091,"-856.93,181.40,350.34,-2.68,1.22,-27.99,22.95,-36.60,11.70,0.79,0.29,0.53,-0.14","-804.20,179.44,685.79,2.32,-0.61,19.51,5.25,-32.70,38.55,0.87,-0.03,0.45,0.20","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-915.77,400.15,-101.81,-6.65,-5.00,13.17,37.65,-19.65,-59.40,0.66,-0.03,0.74,0.07","-93.75,869.87,-416.75,0.06,2.44,1.89,4.80,-7.65,-21.00,0.21,0.25,0.81,0.50"
1747092380.120216,"-858.64,177.73,337.16,-25.37,-0.73,-7.26,20.85,-38.10,12.45,0.79,0.28,0.53,-0.15","-804.20,144.53,670.17,5.73,-6.40,-7.07,3.90,-30.90,39.30,0.87,-0.03,0.45,0.20","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-916.75,353.52,-100.10,21.34,-7.13,-1.10,36.45,-19.05,-60.00,0.66,-0.03,0.74,0.07","-90.33,895.02,-425.78,2.32,0.98,1.71,5.55,-4.95,-19.50,0.20,0.25,0.81,0.50"
1747092380.1710474,"-897.22,146.48,414.31,-16.04,-3.72,-1.65,21.15,-39.15,13.05,0.79,0.28,0.53,-0.15","-802.73,179.20,628.17,0.49,-7.20,-11.22,3.30,-32.10,39.45,0.87,-0.03,0.45,0.20","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-924.56,337.65,-63.97,27.32,-7.01,-10.61,37.20,-20.10,-59.25,0.67,-0.03,0.74,0.07","-79.59,862.30,-373.05,-0.37,4.57,1.46,6.15,-6.30,-19.80,0.20,0.25,0.81,0.50"
1747092380.2215376,"-906.25,248.05,320.07,-33.60,-14.02,13.17,21.75,-39.00,12.15,0.79,0.27,0.53,-0.15","-773.68,92.04,664.06,4.39,-12.62,-29.63,3.30,-31.35,41.25,0.87,-0.03,0.45,0.19","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-876.47,267.58,-108.40,38.35,-9.63,-31.59,36.15,-20.85,-57.90,0.67,-0.02,0.74,0.06","-66.65,892.33,-437.50,1.16,-0.37,-0.06,4.20,-7.50,-21.90,0.20,0.25,0.81,0.50"
1747092380.2724543,"-857.18,141.11,359.38,-0.30,-11.95,25.30,21.90,-37.65,12.45,0.80,0.26,0.53,-0.14","-812.74,128.17,694.09,-10.73,-12.01,-33.48,2.25,-32.55,40.50,0.88,-0.03,0.44,0.17","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-931.40,241.21,-73.73,40.67,-5.73,-50.12,36.90,-21.60,-58.65,0.67,-0.02,0.74,0.06","-76.42,874.02,-407.47,-1.28,0.00,-0.98,6.75,-7.35,-20.70,0.20,0.25,0.81,0.50"
1747092380.322873,"-846.92,259.03,397.95,11.16,-9.82,45.18,21.00,-37.95,13.35,0.80,0.27,0.52,-0.13","-822.75,15.62,692.63,2.07,-25.91,-56.04,0.15,-35.10,39.45,0.89,-0.04,0.43,0.15","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-896.97,142.33,-107.91,69.76,-13.60,-56.89,36.30,-24.75,-57.00,0.67,-0.04,0.74,0.04","-74.95,875.49,-416.02,0.06,-3.05,1.52,4.50,-4.95,-21.00,0.20,0.25,0.81,0.50"
1747092380.3733737,"-818.12,206.06,401.86,-6.77,-12.68,50.49,22.80,-35.25,13.95,0.80,0.27,0.52,-0.13","-750.00,61.03,695.31,14.45,-30.06,-63.23,1.65,-36.00,40.35,0.89,-0.04,0.43,0.15","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-846.68,122.31,-102.05,72.19,-18.96,-62.07,35.40,-27.45,-53.40,0.68,-0.06,0.73,0.01","-73.73,876.47,-414.55,1.10,-3.90,1.89,5.55,-5.70,-21.00,0.20,0.25,0.81,0.50"
1747092380.4283204,"-779.05,274.41,401.12,-22.93,-19.82,65.24,22.20,-31.95,13.80,0.81,0.28,0.50,-0.11","-778.56,-65.67,668.21,-21.28,-33.05,-74.82,-1.50,-37.95,41.55,0.90,-0.05,0.41,0.11","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-795.90,8.54,-77.88,68.35,-27.56,-77.07,33.45,-31.80,-50.40,0.69,-0.07,0.72,-0.04","-99.36,877.20,-402.10,-2.32,-1.28,4.08,4.95,-4.80,-19.35,0.20,0.25,0.81,0.50"
1747092380.479118,"-751.95,423.83,435.79,-5.61,-22.07,86.83,22.65,-28.20,12.75,0.82,0.29,0.48,-0.07","-751.47,-133.79,759.28,-22.13,-39.51,-74.69,-4.35,-39.30,43.50,0.91,-0.08,0.39,0.07","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-789.31,-70.56,-3.42,75.67,-29.94,-93.11,33.00,-34.20,-47.40,0.69,-0.07,0.72,-0.04","-74.22,881.84,-389.65,-1.40,-2.81,3.35,4.50,-5.70,-20.70,0.20,0.25,0.81,0.50"
1747092380.5299275,"-699.95,420.41,437.74,-24.82,-26.95,85.92,22.95,-28.95,14.25,0.82,0.29,0.48,-0.07","-735.11,-98.88,711.67,-26.40,-40.73,-83.54,-4.35,-40.95,43.05,0.91,-0.08,0.39,0.07","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-792.73,-119.39,13.43,86.95,-35.06,-90.18,30.15,-34.50,-46.05,0.71,-0.10,0.69,-0.09","-72.27,878.66,-407.96,-2.62,-0.79,1.95,6.00,-4.20,-21.75,0.20,0.25,0.81,0.50"
