timestamp,l_shoulder,r_shoulder,l_elbow,r_elbow
1747092269.3902345,"2.0,0.0,0.0","24.0,0.0,0.0","34.0,0.0,0.0","36.0,0.0,0.0"
1747092269.4412184,"2.0,0.0,0.0","21.0,0.0,0.0","44.0,0.0,0.0","43.0,0.0,0.0"
1747092269.4913883,"0.0,0.0,0.0","20.0,0.0,0.0","57.0,0.0,0.0","53.0,0.0,0.0"
1747092269.541406,"-2.0,0.0,0.0","18.0,0.0,0.0","70.0,0.0,0.0","65.0,0.0,0.0"
1747092269.5914242,"-2.0,0.0,0.0","17.0,0.0,0.0","75.0,0.0,0.0","70.0,0.0,0.0"
1747092269.6415303,"-3.0,0.0,0.0","17.0,0.0,0.0","80.0,0.0,0.0","76.0,0.0,0.0"
1747092269.6923397,"-3.0,0.0,0.0","18.0,0.0,0.0","90.0,0.0,0.0","82.0,0.0,0.0"
1747092269.7441993,"-4.0,0.0,0.0","18.0,0.0,0.0","97.0,0.0,0.0","86.0,0.0,0.0"
1747092269.7947705,"-5.0,0.0,0.0","18.0,0.0,0.0","101.0,0.0,0.0","89.0,0.0,0.0"
1747092269.8448098,"-5.0,0.0,0.0","18.0,0.0,0.0","107.0,0.0,0.0","96.0,0.0,0.0"
1747092269.895003,"-6.0,0.0,0.0","18.0,0.0,0.0","109.0,0.0,0.0","99.0,0.0,0.0"
1747092269.9469323,"-6.0,0.0,0.0","19.0,0.0,0.0","112.0,0.0,0.0","102.0,0.0,0.0"
1747092269.9973347,"-5.0,0.0,0.0","19.0,0.0,0.0","119.0,0.0,0.0","109.0,0.0,0.0"
1747092270.0479999,"-5.0,0.0,0.0","19.0,0.0,0.0","121.0,0.0,0.0","112.0,0.0,0.0"
1747092270.0981488,"-5.0,0.0,0.0","20.0,0.0,0.0","122.0,0.0,0.0","115.0,0.0,0.0"
1747092270.148301,"-5.0,0.0,0.0","20.0,0.0,0.0","123.0,0.0,0.0","117.0,0.0,0.0"
1747092270.1990101,"-5.0,0.0,0.0","20.0,0.0,0.0","124.0,0.0,0.0","118.0,0.0,0.0"
1747092270.249216,"-4.0,0.0,0.0","20.0,0.0,0.0","124.0,0.0,0.0","118.0,0.0,0.0"
1747092270.2999766,"-4.0,0.0,0.0","20.0,0.0,0.0","124.0,0.0,0.0","118.0,0.0,0.0"
1747092270.3500624,"-3.0,0.0,0.0","20.0,0.0,0.0","124.0,0.0,0.0","118.0,0.0,0.0"
1747092270.4009306,"-3.0,0.0,0.0","20.0,0.0,0.0","124.0,0.0,0.0","118.0,0.0,0.0"
1747092270.45104,"-3.0,0.0,0.0","20.0,0.0,0.0","124.0,0.0,0.0","118.0,0.0,0.0"
1747092270.5021272,"-3.0,0.0,0.0","20.0,0.0,0.0","124.0,0.0,0.0","118.0,0.0,0.0"
1747092270.552174,"-3.0,0.0,0.0","20.0,0.0,0.0","124.0,0.0,0.0","118.0,0.0,0.0"
1747092270.60226,"-3.0,0.0,0.0","20.0,0.0,0.0","124.0,0.0,0.0","119.0,0.0,0.0"
1747092270.6533415,"-3.0,0.0,0.0","20.0,0.0,0.0","124.0,0.0,0.0","119.0,0.0,0.0"
1747092270.7119675,"-3.0,0.0,0.0","20.0,0.0,0.0","124.0,0.0,0.0","119.0,0.0,0.0"
1747092270.7620738,"-3.0,0.0,0.0","21.0,0.0,0.0","124.0,0.0,0.0","119.0,0.0,0.0"
1747092270.812092,"-3.0,0.0,0.0","21.0,0.0,0.0","124.0,0.0,0.0","119.0,0.0,0.0"
1747092270.8629482,"-3.0,0.0,0.0","21.0,0.0,0.0","124.0,0.0,0.0","119.0,0.0,0.0"
1747092270.9130125,"-2.0,0.0,0.0","21.0,0.0,0.0","124.0,0.0,0.0","119.0,0.0,0.0"
1747092270.9637675,"-3.0,0.0,0.0","21.0,0.0,0.0","124.0,0.0,0.0","119.0,0.0,0.0"
1747092271.0138469,"-3.0,0.0,0.0","21.0,0.0,0.0","124.0,0.0,0.0","119.0,0.0,0.0"
1747092271.0646713,"-3.0,0.0,0.0","20.0,0.0,0.0","123.0,0.0,0.0","119.0,0.0,0.0"
1747092271.11471,"-4.0,0.0,0.0","17.0,0.0,0.0","119.0,0.0,0.0","115.0,0.0,0.0"
1747092271.1651628,"-5.0,0.0,0.0","14.0,0.0,0.0","115.0,0.0,0.0","110.0,0.0,0.0"
1747092271.2158914,"-9.0,0.0,0.0","7.0,0.0,0.0","110.0,0.0,0.0","101.0,0.0,0.0"
1747092271.266081,"-10.0,0.0,0.0","3.0,0.0,0.0","106.0,0.0,0.0","97.0,0.0,0.0"
1747092271.3161318,"-10.0,0.0,0.0","3.0,0.0,0.0","102.0,0.0,0.0","92.0,0.0,0.0"
1747092271.3671212,"-10.0,0.0,0.0","4.0,0.0,0.0","97.0,0.0,0.0","86.0,0.0,0.0"
1747092271.4182587,"-10.0,0.0,0.0","6.0,0.0,0.0","84.0,0.0,0.0","69.0,0.0,0.0"
1747092271.4699616,"-9.0,0.0,0.0","7.0,0.0,0.0","79.0,0.0,0.0","65.0,0.0,0.0"
1747092271.5201597,"-9.0,0.0,0.0","7.0,0.0,0.0","75.0,0.0,0.0","61.0,0.0,0.0"
1747092271.5702069,"-2.0,0.0,0.0","17.0,0.0,0.0","57.0,0.0,0.0","40.0,0.0,0.0"
1747092271.6209447,"0.0,0.0,0.0","23.0,0.0,0.0","46.0,0.0,0.0","27.0,0.0,0.0"
1747092271.671261,"2.0,0.0,0.0","26.0,0.0,0.0","36.0,0.0,0.0","19.0,0.0,0.0"
1747092271.721745,"7.0,0.0,0.0","29.0,0.0,0.0","22.0,0.0,0.0","8.0,0.0,0.0"
1747092271.7725782,"9.0,0.0,0.0","29.0,0.0,0.0","15.0,0.0,0.0","5.0,0.0,0.0"
1747092271.8227556,"10.0,0.0,0.0","29.0,0.0,0.0","10.0,0.0,0.0","3.0,0.0,0.0"
1747092271.8738828,"11.0,0.0,0.0","28.0,0.0,0.0","0.0,0.0,0.0","1.0,0.0,0.0"
1747092271.9239845,"11.0,0.0,0.0","28.0,0.0,0.0","-1.0,0.0,0.0","0.0,0.0,0.0"
1747092271.9740305,"10.0,0.0,0.0","28.0,0.0,0.0","-2.0,0.0,0.0","0.0,0.0,0.0"
1747092272.0241032,"10.0,0.0,0.0","28.0,0.0,0.0","-2.0,0.0,0.0","0.0,0.0,0.0"
1747092272.0742154,"9.0,0.0,0.0","28.0,0.0,0.0","-3.0,0.0,0.0","0.0,0.0,0.0"
1747092272.1248908,"9.0,0.0,0.0","28.0,0.0,0.0","-2.0,0.0,0.0","0.0,0.0,0.0"
1747092272.1755106,"5.0,0.0,0.0","27.0,0.0,0.0","1.0,0.0,0.0","0.0,0.0,0.0"
1747092272.2261648,"4.0,0.0,0.0","27.0,0.0,0.0","3.0,0.0,0.0","0.0,0.0,0.0"
1747092272.2762794,"3.0,0.0,0.0","26.0,0.0,0.0","2.0,0.0,0.0","0.0,0.0,0.0"
1747092272.3262856,"1.0,0.0,0.0","25.0,0.0,0.0","3.0,0.0,0.0","-2.0,0.0,0.0"
1747092272.3773468,"-1.0,0.0,0.0","23.0,0.0,0.0","4.0,0.0,0.0","-1.0,0.0,0.0"
1747092272.4281387,"-3.0,0.0,0.0","18.0,0.0,0.0","4.0,0.0,0.0","1.0,0.0,0.0"
1747092272.4782062,"-11.0,0.0,0.0","2.0,0.0,0.0","13.0,0.0,0.0","20.0,0.0,0.0"
1747092272.5293343,"-13.0,0.0,0.0","-1.0,0.0,0.0","14.0,0.0,0.0","22.0,0.0,0.0"
1747092272.579606,"-15.0,0.0,0.0","-5.0,0.0,0.0","14.0,0.0,0.0","22.0,0.0,0.0"
1747092272.6296954,"-17.0,0.0,0.0","-9.0,0.0,0.0","8.0,0.0,0.0","11.0,0.0,0.0"
1747092272.6818771,"-16.0,0.0,0.0","-11.0,0.0,0.0","1.0,0.0,0.0","1.0,0.0,0.0"
1747092272.7328663,"-16.0,0.0,0.0","-13.0,0.0,0.0","-7.0,0.0,0.0","-6.0,0.0,0.0"
1747092272.7829306,"-19.0,0.0,0.0","-16.0,0.0,0.0","-20.0,0.0,0.0","-20.0,0.0,0.0"
1747092272.8346112,"-20.0,0.0,0.0","-16.0,0.0,0.0","-26.0,0.0,0.0","-28.0,0.0,0.0"
1747092272.8865273,"-20.0,0.0,0.0","-16.0,0.0,0.0","-29.0,0.0,0.0","-29.0,0.0,0.0"
1747092272.9371557,"-21.0,0.0,0.0","-18.0,0.0,0.0","-32.0,0.0,0.0","-30.0,0.0,0.0"
1747092272.9880042,"-22.0,0.0,0.0","-18.0,0.0,0.0","-45.0,0.0,0.0","-52.0,0.0,0.0"
1747092273.0391042,"-22.0,0.0,0.0","-17.0,0.0,0.0","-48.0,0.0,0.0","-59.0,0.0,0.0"
1747092273.0901797,"-22.0,0.0,0.0","-17.0,0.0,0.0","-49.0,0.0,0.0","-61.0,0.0,0.0"
1747092273.1403437,"-22.0,0.0,0.0","-18.0,0.0,0.0","-53.0,0.0,0.0","-64.0,0.0,0.0"
1747092273.1904697,"-22.0,0.0,0.0","-18.0,0.0,0.0","-54.0,0.0,0.0","-66.0,0.0,0.0"
1747092273.2408001,"-23.0,0.0,0.0","-16.0,0.0,0.0","-54.0,0.0,0.0","-72.0,0.0,0.0"
1747092273.2909095,"-24.0,0.0,0.0","-16.0,0.0,0.0","-53.0,0.0,0.0","-73.0,0.0,0.0"
1747092273.3411653,"-25.0,0.0,0.0","-15.0,0.0,0.0","-52.0,0.0,0.0","-74.0,0.0,0.0"
1747092273.3917325,"-25.0,0.0,0.0","-14.0,0.0,0.0","-51.0,0.0,0.0","-77.0,0.0,0.0"
1747092273.4424026,"-27.0,0.0,0.0","-13.0,0.0,0.0","-49.0,0.0,0.0","-79.0,0.0,0.0"
1747092273.4933865,"-26.0,0.0,0.0","-13.0,0.0,0.0","-39.0,0.0,0.0","-80.0,0.0,0.0"
1747092273.543788,"-25.0,0.0,0.0","-13.0,0.0,0.0","-26.0,0.0,0.0","-80.0,0.0,0.0"
1747092273.5941668,"-23.0,0.0,0.0","-12.0,0.0,0.0","-27.0,0.0,0.0","-84.0,0.0,0.0"
1747092273.645102,"-22.0,0.0,0.0","-11.0,0.0,0.0","-34.0,0.0,0.0","-85.0,0.0,0.0"
1747092273.6959467,"-21.0,0.0,0.0","-8.0,0.0,0.0","-47.0,0.0,0.0","-88.0,0.0,0.0"
1747092273.7479029,"-19.0,0.0,0.0","-6.0,0.0,0.0","-56.0,0.0,0.0","-91.0,0.0,0.0"
1747092273.7988539,"-18.0,0.0,0.0","-6.0,0.0,0.0","-58.0,0.0,0.0","-91.0,0.0,0.0"
1747092273.850274,"-17.0,0.0,0.0","-5.0,0.0,0.0","-59.0,0.0,0.0","-91.0,0.0,0.0"
1747092273.9018943,"-16.0,0.0,0.0","-5.0,0.0,0.0","-61.0,0.0,0.0","-91.0,0.0,0.0"
1747092273.9523747,"-16.0,0.0,0.0","-5.0,0.0,0.0","-60.0,0.0,0.0","-91.0,0.0,0.0"
1747092274.0024626,"-15.0,0.0,0.0","-5.0,0.0,0.0","-61.0,0.0,0.0","-91.0,0.0,0.0"
1747092274.0534317,"-15.0,0.0,0.0","-5.0,0.0,0.0","-62.0,0.0,0.0","-91.0,0.0,0.0"
1747092274.103957,"-16.0,0.0,0.0","-5.0,0.0,0.0","-57.0,0.0,0.0","-92.0,0.0,0.0"
1747092274.154218,"-16.0,0.0,0.0","-5.0,0.0,0.0","-62.0,0.0,0.0","-92.0,0.0,0.0"
1747092274.2046459,"-16.0,0.0,0.0","-5.0,0.0,0.0","-62.0,0.0,0.0","-92.0,0.0,0.0"
1747092274.2553103,"-16.0,0.0,0.0","-5.0,0.0,0.0","-63.0,0.0,0.0","-92.0,0.0,0.0"
1747092274.3062923,"-16.0,0.0,0.0","-4.0,0.0,0.0","-53.0,0.0,0.0","-92.0,0.0,0.0"
1747092274.356926,"-16.0,0.0,0.0","-4.0,0.0,0.0","-52.0,0.0,0.0","-92.0,0.0,0.0"
1747092274.4069574,"-17.0,0.0,0.0","-5.0,0.0,0.0","-61.0,0.0,0.0","-92.0,0.0,0.0"
1747092274.4573288,"-20.0,0.0,0.0","-8.0,0.0,0.0","-58.0,0.0,0.0","-89.0,0.0,0.0"
1747092274.507516,"-25.0,0.0,0.0","-12.0,0.0,0.0","-55.0,0.0,0.0","-84.0,0.0,0.0"
1747092274.5581036,"-30.0,0.0,0.0","-20.0,0.0,0.0","-49.0,0.0,0.0","-75.0,0.0,0.0"
1747092274.6081333,"-40.0,0.0,0.0","-34.0,0.0,0.0","-42.0,0.0,0.0","-60.0,0.0,0.0"
1747092274.6583,"-45.0,0.0,0.0","-43.0,0.0,0.0","-37.0,0.0,0.0","-45.0,0.0,0.0"
1747092274.7088983,"-49.0,0.0,0.0","-48.0,0.0,0.0","-33.0,0.0,0.0","-39.0,0.0,0.0"
1747092274.7590225,"-53.0,0.0,0.0","-53.0,0.0,0.0","-29.0,0.0,0.0","-32.0,0.0,0.0"
1747092274.8091836,"-56.0,0.0,0.0","-57.0,0.0,0.0","-25.0,0.0,0.0","-26.0,0.0,0.0"
1747092274.8600311,"-66.0,0.0,0.0","-67.0,0.0,0.0","-12.0,0.0,0.0","-14.0,0.0,0.0"
1747092274.9101732,"-69.0,0.0,0.0","-70.0,0.0,0.0","-10.0,0.0,0.0","-11.0,0.0,0.0"
1747092274.9608636,"-71.0,0.0,0.0","-72.0,0.0,0.0","-8.0,0.0,0.0","-9.0,0.0,0.0"
1747092275.0110562,"-76.0,0.0,0.0","-76.0,0.0,0.0","-3.0,0.0,0.0","-5.0,0.0,0.0"
1747092275.0611897,"-79.0,0.0,0.0","-77.0,0.0,0.0","-1.0,0.0,0.0","-5.0,0.0,0.0"
1747092275.1118515,"-80.0,0.0,0.0","-78.0,0.0,0.0","0.0,0.0,0.0","-5.0,0.0,0.0"
1747092275.1625304,"-83.0,0.0,0.0","-79.0,0.0,0.0","0.0,0.0,0.0","-6.0,0.0,0.0"
1747092275.213502,"-84.0,0.0,0.0","-78.0,0.0,0.0","0.0,0.0,0.0","-7.0,0.0,0.0"
1747092275.2638185,"-85.0,0.0,0.0","-79.0,0.0,0.0","0.0,0.0,0.0","-8.0,0.0,0.0"
1747092275.3147144,"-87.0,0.0,0.0","-82.0,0.0,0.0","0.0,0.0,0.0","-5.0,0.0,0.0"
1747092275.3661573,"-87.0,0.0,0.0","-82.0,0.0,0.0","0.0,0.0,0.0","-5.0,0.0,0.0"
1747092275.416213,"-87.0,0.0,0.0","-81.0,0.0,0.0","-1.0,0.0,0.0","-7.0,0.0,0.0"
1747092275.4669423,"-87.0,0.0,0.0","-81.0,0.0,0.0","-2.0,0.0,0.0","-9.0,0.0,0.0"
1747092275.5179975,"-88.0,0.0,0.0","-81.0,0.0,0.0","-2.0,0.0,0.0","-9.0,0.0,0.0"
1747092275.5681176,"-87.0,0.0,0.0","-81.0,0.0,0.0","-3.0,0.0,0.0","-9.0,0.0,0.0"
1747092275.6189737,"-87.0,0.0,0.0","-82.0,0.0,0.0","-3.0,0.0,0.0","-9.0,0.0,0.0"
1747092275.669351,"-87.0,0.0,0.0","-82.0,0.0,0.0","-3.0,0.0,0.0","-9.0,0.0,0.0"
1747092275.7199366,"-87.0,0.0,0.0","-82.0,0.0,0.0","-2.0,0.0,0.0","-8.0,0.0,0.0"
1747092275.7782872,"-87.0,0.0,0.0","-82.0,0.0,0.0","-2.0,0.0,0.0","-8.0,0.0,0.0"
1747092275.8289208,"-87.0,0.0,0.0","-82.0,0.0,0.0","-3.0,0.0,0.0","-7.0,0.0,0.0"
1747092275.8791432,"-87.0,0.0,0.0","-82.0,0.0,0.0","-2.0,0.0,0.0","-6.0,0.0,0.0"
1747092275.9300225,"-87.0,0.0,0.0","-82.0,0.0,0.0","-2.0,0.0,0.0","-6.0,0.0,0.0"
1747092275.9812508,"-87.0,0.0,0.0","-83.0,0.0,0.0","-2.0,0.0,0.0","-5.0,0.0,0.0"
1747092276.0369186,"-86.0,0.0,0.0","-83.0,0.0,0.0","-2.0,0.0,0.0","-4.0,0.0,0.0"
1747092276.0880804,"-86.0,0.0,0.0","-83.0,0.0,0.0","-2.0,0.0,0.0","-4.0,0.0,0.0"
1747092276.1381629,"-86.0,0.0,0.0","-83.0,0.0,0.0","-2.0,0.0,0.0","-4.0,0.0,0.0"
1747092276.1882336,"-86.0,0.0,0.0","-83.0,0.0,0.0","-2.0,0.0,0.0","-4.0,0.0,0.0"
1747092276.2390416,"-86.0,0.0,0.0","-83.0,0.0,0.0","-2.0,0.0,0.0","-4.0,0.0,0.0"
1747092276.2894354,"-86.0,0.0,0.0","-83.0,0.0,0.0","-2.0,0.0,0.0","-3.0,0.0,0.0"
1747092276.340324,"-85.0,0.0,0.0","-82.0,0.0,0.0","-1.0,0.0,0.0","-4.0,0.0,0.0"
1747092276.391068,"-85.0,0.0,0.0","-81.0,0.0,0.0","0.0,0.0,0.0","-4.0,0.0,0.0"
1747092276.4413,"-84.0,0.0,0.0","-79.0,0.0,0.0","1.0,0.0,0.0","-4.0,0.0,0.0"
1747092276.4919534,"-80.0,0.0,0.0","-76.0,0.0,0.0","4.0,0.0,0.0","-3.0,0.0,0.0"
1747092276.5423675,"-78.0,0.0,0.0","-73.0,0.0,0.0","4.0,0.0,0.0","0.0,0.0,0.0"
1747092276.5926473,"-75.0,0.0,0.0","-71.0,0.0,0.0","6.0,0.0,0.0","2.0,0.0,0.0"
1747092276.642666,"-70.0,0.0,0.0","-64.0,0.0,0.0","6.0,0.0,0.0","10.0,0.0,0.0"
1747092276.693815,"-67.0,0.0,0.0","-61.0,0.0,0.0","7.0,0.0,0.0","12.0,0.0,0.0"
1747092276.7442796,"-59.0,0.0,0.0","-51.0,0.0,0.0","10.0,0.0,0.0","20.0,0.0,0.0"
1747092276.795168,"-47.0,0.0,0.0","-39.0,0.0,0.0","6.0,0.0,0.0","21.0,0.0,0.0"
1747092276.8458846,"-42.0,0.0,0.0","-27.0,0.0,0.0","5.0,0.0,0.0","15.0,0.0,0.0"
1747092276.8965068,"-37.0,0.0,0.0","-17.0,0.0,0.0","2.0,0.0,0.0","16.0,0.0,0.0"
1747092276.9468305,"-25.0,0.0,0.0","2.0,0.0,0.0","6.0,0.0,0.0","18.0,0.0,0.0"
1747092276.9982564,"-23.0,0.0,0.0","7.0,0.0,0.0","10.0,0.0,0.0","19.0,0.0,0.0"
1747092277.049045,"-20.0,0.0,0.0","13.0,0.0,0.0","11.0,0.0,0.0","14.0,0.0,0.0"
1747092277.0998135,"-16.0,0.0,0.0","18.0,0.0,0.0","13.0,0.0,0.0","17.0,0.0,0.0"
1747092277.1508143,"-12.0,0.0,0.0","20.0,0.0,0.0","11.0,0.0,0.0","17.0,0.0,0.0"
1747092277.2043748,"-8.0,0.0,0.0","23.0,0.0,0.0","12.0,0.0,0.0","18.0,0.0,0.0"
1747092277.255698,"-7.0,0.0,0.0","24.0,0.0,0.0","13.0,0.0,0.0","19.0,0.0,0.0"
1747092277.3062518,"-4.0,0.0,0.0","25.0,0.0,0.0","10.0,0.0,0.0","20.0,0.0,0.0"
1747092277.3569984,"-4.0,0.0,0.0","26.0,0.0,0.0","11.0,0.0,0.0","19.0,0.0,0.0"
1747092277.408229,"-2.0,0.0,0.0","29.0,0.0,0.0","8.0,0.0,0.0","17.0,0.0,0.0"
1747092277.4588594,"-1.0,0.0,0.0","29.0,0.0,0.0","7.0,0.0,0.0","18.0,0.0,0.0"
1747092277.5089567,"-1.0,0.0,0.0","29.0,0.0,0.0","7.0,0.0,0.0","18.0,0.0,0.0"
1747092277.5598981,"-1.0,0.0,0.0","29.0,0.0,0.0","7.0,0.0,0.0","18.0,0.0,0.0"
1747092277.609956,"0.0,0.0,0.0","28.0,0.0,0.0","7.0,0.0,0.0","18.0,0.0,0.0"
1747092277.661587,"-1.0,0.0,0.0","28.0,0.0,0.0","7.0,0.0,0.0","18.0,0.0,0.0"
1747092277.7121415,"-1.0,0.0,0.0","28.0,0.0,0.0","8.0,0.0,0.0","18.0,0.0,0.0"
1747092277.7630274,"-1.0,0.0,0.0","27.0,0.0,0.0","9.0,0.0,0.0","15.0,0.0,0.0"
1747092277.8131967,"-1.0,0.0,0.0","25.0,0.0,0.0","9.0,0.0,0.0","14.0,0.0,0.0"
1747092277.8638878,"-1.0,0.0,0.0","24.0,0.0,0.0","8.0,0.0,0.0","15.0,0.0,0.0"
1747092277.9143138,"-1.0,0.0,0.0","19.0,0.0,0.0","7.0,0.0,0.0","15.0,0.0,0.0"
1747092277.966151,"0.0,0.0,0.0","14.0,0.0,0.0","6.0,0.0,0.0","14.0,0.0,0.0"
1747092278.0161521,"0.0,0.0,0.0","1.0,0.0,0.0","6.0,0.0,0.0","26.0,0.0,0.0"
1747092278.0662737,"0.0,0.0,0.0","-3.0,0.0,0.0","6.0,0.0,0.0","28.0,0.0,0.0"
1747092278.1171956,"0.0,0.0,0.0","-7.0,0.0,0.0","6.0,0.0,0.0","28.0,0.0,0.0"
1747092278.1679688,"0.0,0.0,0.0","-14.0,0.0,0.0","5.0,0.0,0.0","22.0,0.0,0.0"
1747092278.2189808,"0.0,0.0,0.0","-15.0,0.0,0.0","5.0,0.0,0.0","19.0,0.0,0.0"
1747092278.270092,"0.0,0.0,0.0","-16.0,0.0,0.0","6.0,0.0,0.0","17.0,0.0,0.0"
1747092278.3202116,"-1.0,0.0,0.0","-18.0,0.0,0.0","6.0,0.0,0.0","16.0,0.0,0.0"
1747092278.370302,"-2.0,0.0,0.0","-21.0,0.0,0.0","6.0,0.0,0.0","14.0,0.0,0.0"
1747092278.420992,"-3.0,0.0,0.0","-21.0,0.0,0.0","7.0,0.0,0.0","14.0,0.0,0.0"
1747092278.471753,"-3.0,0.0,0.0","-21.0,0.0,0.0","8.0,0.0,0.0","14.0,0.0,0.0"
1747092278.5221636,"-4.0,0.0,0.0","-21.0,0.0,0.0","9.0,0.0,0.0","14.0,0.0,0.0"
1747092278.572855,"-4.0,0.0,0.0","-21.0,0.0,0.0","9.0,0.0,0.0","15.0,0.0,0.0"
1747092278.622923,"-5.0,0.0,0.0","-21.0,0.0,0.0","10.0,0.0,0.0","15.0,0.0,0.0"
1747092278.6732578,"-5.0,0.0,0.0","-20.0,0.0,0.0","10.0,0.0,0.0","15.0,0.0,0.0"
1747092278.7242022,"-6.0,0.0,0.0","-21.0,0.0,0.0","9.0,0.0,0.0","16.0,0.0,0.0"
1747092278.7748573,"-6.0,0.0,0.0","-21.0,0.0,0.0","9.0,0.0,0.0","16.0,0.0,0.0"
1747092278.8249187,"-7.0,0.0,0.0","-21.0,0.0,0.0","8.0,0.0,0.0","16.0,0.0,0.0"
1747092278.8749814,"-8.0,0.0,0.0","-21.0,0.0,0.0","8.0,0.0,0.0","16.0,0.0,0.0"
1747092278.92551,"-9.0,0.0,0.0","-21.0,0.0,0.0","8.0,0.0,0.0","17.0,0.0,0.0"
1747092278.9761033,"-9.0,0.0,0.0","-22.0,0.0,0.0","6.0,0.0,0.0","17.0,0.0,0.0"
1747092279.0261474,"-10.0,0.0,0.0","-22.0,0.0,0.0","6.0,0.0,0.0","17.0,0.0,0.0"
1747092279.0771177,"-10.0,0.0,0.0","-22.0,0.0,0.0","6.0,0.0,0.0","17.0,0.0,0.0"
1747092279.1272137,"-11.0,0.0,0.0","-21.0,0.0,0.0","6.0,0.0,0.0","18.0,0.0,0.0"
1747092279.177995,"-11.0,0.0,0.0","-21.0,0.0,0.0","6.0,0.0,0.0","18.0,0.0,0.0"
1747092279.2286038,"-11.0,0.0,0.0","-21.0,0.0,0.0","6.0,0.0,0.0","18.0,0.0,0.0"
1747092279.2789705,"-12.0,0.0,0.0","-21.0,0.0,0.0","7.0,0.0,0.0","18.0,0.0,0.0"
1747092279.3308463,"-12.0,0.0,0.0","-21.0,0.0,0.0","7.0,0.0,0.0","18.0,0.0,0.0"
1747092279.3817718,"-12.0,0.0,0.0","-20.0,0.0,0.0","8.0,0.0,0.0","18.0,0.0,0.0"
1747092279.4319627,"-13.0,0.0,0.0","-20.0,0.0,0.0","8.0,0.0,0.0","18.0,0.0,0.0"
1747092279.4821782,"-13.0,0.0,0.0","-21.0,0.0,0.0","8.0,0.0,0.0","18.0,0.0,0.0"
1747092279.5328147,"-12.0,0.0,0.0","-21.0,0.0,0.0","8.0,0.0,0.0","17.0,0.0,0.0"
1747092279.5834816,"-12.0,0.0,0.0","-22.0,0.0,0.0","9.0,0.0,0.0","16.0,0.0,0.0"
1747092279.633566,"-8.0,0.0,0.0","-30.0,0.0,0.0","11.0,0.0,0.0","18.0,0.0,0.0"
1747092279.6840863,"-6.0,0.0,0.0","-33.0,0.0,0.0","10.0,0.0,0.0","18.0,0.0,0.0"
1747092279.7341979,"-4.0,0.0,0.0","-36.0,0.0,0.0","9.0,0.0,0.0","18.0,0.0,0.0"
1747092279.7849574,"2.0,0.0,0.0","-43.0,0.0,0.0","4.0,0.0,0.0","23.0,0.0,0.0"
1747092279.8350656,"5.0,0.0,0.0","-45.0,0.0,0.0","2.0,0.0,0.0","21.0,0.0,0.0"
1747092279.8851197,"8.0,0.0,0.0","-49.0,0.0,0.0","2.0,0.0,0.0","19.0,0.0,0.0"
1747092279.9353244,"13.0,0.0,0.0","-56.0,0.0,0.0","8.0,0.0,0.0","8.0,0.0,0.0"
1747092279.9858909,"15.0,0.0,0.0","-60.0,0.0,0.0","10.0,0.0,0.0","11.0,0.0,0.0"
1747092280.036257,"17.0,0.0,0.0","-62.0,0.0,0.0","10.0,0.0,0.0","9.0,0.0,0.0"
1747092280.0870385,"20.0,0.0,0.0","-66.0,0.0,0.0","13.0,0.0,0.0","8.0,0.0,0.0"
1747092280.1379902,"22.0,0.0,0.0","-67.0,0.0,0.0","13.0,0.0,0.0","6.0,0.0,0.0"
1747092280.18802,"24.0,0.0,0.0","-68.0,0.0,0.0","12.0,0.0,0.0","3.0,0.0,0.0"
1747092280.238225,"31.0,0.0,0.0","-72.0,0.0,0.0","8.0,0.0,0.0","1.0,0.0,0.0"
1747092280.2889376,"33.0,0.0,0.0","-72.0,0.0,0.0","7.0,0.0,0.0","0.0,0.0,0.0"
1747092280.3421319,"34.0,0.0,0.0","-72.0,0.0,0.0","7.0,0.0,0.0","-2.0,0.0,0.0"
1747092280.3921995,"37.0,0.0,0.0","-74.0,0.0,0.0","6.0,0.0,0.0","-3.0,0.0,0.0"
1747092280.442669,"38.0,0.0,0.0","-75.0,0.0,0.0","6.0,0.0,0.0","-3.0,0.0,0.0"
1747092280.4928966,"38.0,0.0,0.0","-76.0,0.0,0.0","7.0,0.0,0.0","-3.0,0.0,0.0"
1747092280.5429206,"37.0,0.0,0.0","-77.0,0.0,0.0","9.0,0.0,0.0","-3.0,0.0,0.0"
1747092280.5936203,"37.0,0.0,0.0","-77.0,0.0,0.0","9.0,0.0,0.0","-3.0,0.0,0.0"
1747092280.6442254,"39.0,0.0,0.0","-77.0,0.0,0.0","8.0,0.0,0.0","-3.0,0.0,0.0"
1747092280.6957974,"39.0,0.0,0.0","-78.0,0.0,0.0","8.0,0.0,0.0","-3.0,0.0,0.0"
1747092280.754918,"39.0,0.0,0.0","-78.0,0.0,0.0","8.0,0.0,0.0","-3.0,0.0,0.0"
1747092280.8089879,"39.0,0.0,0.0","-78.0,0.0,0.0","8.0,0.0,0.0","-2.0,0.0,0.0"
1747092280.8682659,"39.0,0.0,0.0","-78.0,0.0,0.0","7.0,0.0,0.0","-3.0,0.0,0.0"
1747092280.9188766,"40.0,0.0,0.0","-78.0,0.0,0.0","7.0,0.0,0.0","-3.0,0.0,0.0"
1747092280.9691257,"40.0,0.0,0.0","-79.0,0.0,0.0","6.0,0.0,0.0","-3.0,0.0,0.0"
